collected_at,fcltNo,fcltNm,lineNm,stnCd,stnNm,stnNo,crtrYmd,upbdnbSe,mngNo,vcntEntrcNo,bgngFlrGrndUdgdSe,bgngFlr,bgngFlrDtlPstn,endFlrGrndUdgdSe,endFlr,endFlrDtlPstn,elvtrWdthBt,elvtrSn,oprtngSitu
2026-08-07 15:39,1145310,승강기)에스컬레이터-도곡 내부 6호기,3호선,0334,도곡,344,20210527,하행,6,내부,지하,B4,대치 방면4-1,지하,B2,대치 방면4-1,1200,1807-914,M
2026-08-07 15:39,1041700,승강기)에스컬레이터-약수 5번출구 하행1,3호선,0323,약수,333,20210527,하행,1,5,지상,1,5번 출입구,지하,B1,5번 출입구,800,1801-061,M
2026-08-07 15:39,1145311,승강기)에스컬레이터-도곡 내부 7호기,3호선,0334,도곡,344,20210527,하행,7,내부,지하,B2,대치 방면7-4,지하,B4,대치 방면7-4,1200,1807-848,M
2026-08-07 15:39,1041701,승강기)에스컬레이터-약수 5번출구 상행2,3호선,0323,약수,333,20210527,상행,2,5,지하,B1,5번 출입구,지상,1,5번 출입구,800,1801-060,M
2026-08-07 15:39,1145312,승강기)에스컬레이터-도곡 내부 8호기,3호선,0334,도곡,344,20210527,하행,8,내부,지하,B4,대치 방면7-4,지하,B2,대치 방면7-4,1200,1807-849,M
2026-08-07 15:39,1145313,승강기)에스컬레이터-대치 내부 1호기,3호선,0335,대치,345,20210527,하행,1,내부,지하,B2,"도곡 방면1-1, 학여울 방면10-4",지하,B3,"도곡 방면1-1, 학여울 방면10-4",1200,1807-887,M
2026-08-07 15:39,1145314,승강기)에스컬레이터-대치 내부 2호기,3호선,0335,대치,345,20210527,상행,2,내부,지하,B3,"도곡 방면1-1, 학여울 방면10-4",지하,B2,"도곡 방면1-1, 학여울 방면10-4",1200,1807-854,M
2026-08-07 15:39,1145315,승강기)에스컬레이터-대치 내부 3호기,3호선,0335,대치,345,20210527,하행,3,내부,지하,B2,"도곡 방면10-4, 학여울 방면1-1",지하,B3,"도곡 방면10-4, 학여울 방면1-1",1200,1807-855,S
2026-08-07 15:39,1145316,승강기)에스컬레이터-대치 내부 4호기,3호선,0335,대치,345,20210527,상행,4,내부,지하,B3,"도곡 방면10-4, 학여울 방면1-1",지하,B2,"도곡 방면10-4, 학여울 방면1-1",1200,1807-888,M
2026-08-07 15:39,1041714,승강기)에스컬레이터-신사 8번출구 하행1,3호선,0327,신사,337,20210527,하행,1,8,지상,1,8번 출입구,지하,B1,8번 출입구,1200,1809-339,M
2026-08-07 15:39,1041715,승강기)에스컬레이터-신사 8번출구 상행2,3호선,0327,신사,337,20210527,상행,2,8,지하,B1,8번 출입구,지상,1,8번 출입구,1200,1809-340,M
2026-08-07 15:39,1146225,승강기)에스컬레이터-안국 5번출구 10호기,3호선,0318,안국,328,20210527,상행,10,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,1808-580,M
2026-08-07 15:39,1146226,승강기)에스컬레이터-안국 5번출구 9호기,3호선,0318,안국,328,20210527,하행,9,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,1808-579,M
2026-08-07 15:39,1041720,승강기)에스컬레이터-구파발 3번출구 1호기,3호선,0310,구파발,320,20210527,하행,1,3,지상,1,3번 출입구,지하,B1,3번 출입구,800,1808-122,M
2026-08-07 15:39,1041721,승강기)에스컬레이터-구파발 3번출구 2호기,3호선,0310,구파발,320,20210527,상행,2,3,지하,B1,3번 출입구,지상,1,3번 출입구,800,1808-123,M
2026-08-07 15:39,1781286,승강기)에스컬레이터-옥수(3) 3번출구 3호기,3호선,0325,옥수,335,20220814,상행,3,3,지상,1,3번 출입구,지상,2,3번 출입구,1200형,1810-844,M
2026-08-07 15:39,1781287,승강기)에스컬레이터-옥수(3) 3번출구 4호기,3호선,0325,옥수,335,20220814,하행,4,3,지상,2,3번 출입구,지상,1,3번 출입구,1200형,1810-845,M
2026-08-07 15:39,1041732,승강기)에스컬레이터-을지로3가(3) 내부 1호기,3호선,0320,을지로3가,330,20210527,하행,1,내부,지하,B3,"종로3가 방면4-2, 충무로 방면7-4",지하,B2,"종로3가 방면4-2, 충무로 방면7-4",1200,1800-477,M
2026-08-07 15:39,1041733,승강기)에스컬레이터-을지로3가(3) 내부 2호기,3호선,0320,을지로3가,330,20210527,하행,2,내부,지하,B3,"충무로 방면4-3, 종로3가 방면7-2",지하,B2,"충무로 방면4-3, 종로3가 방면7-2",1200,1801-129,M
2026-08-07 15:39,1041734,승강기)에스컬레이터-고속터미널 내부 7호기,3호선,0329,고속터미널,339,20210527,상행,7,내부,지하,B2,잠원 방면9-2,지하,B3,잠원 방면9-2,1200,1802-288,M
2026-08-07 15:39,1041735,승강기)에스컬레이터-고속터미널 내부 8호기,3호선,0329,고속터미널,339,20210527,상행,8,내부,지하,B3,잠원 방면9-2,지하,B2,잠원 방면9-2,1200,1802-289,M
2026-08-07 15:39,1041736,승강기)에스컬레이터-고속터미널 내부 13호기,3호선,0329,고속터미널,339,20210527,하행,13,내부,지하,B2,교대 방면7-2,지하,B3,교대 방면7-2,1200,1802-107,M
2026-08-07 15:39,1041737,승강기)에스컬레이터-고속터미널 내부 14호기,3호선,0329,고속터미널,339,20210527,하행,14,내부,지하,B3,교대 방면7-2,지하,B2,교대 방면7-2,1200,1802-108,M
2026-08-07 15:39,1151802,승강기)에스컬레이터-학여울 B3(대) 하행1,3호선,0336,학여울,346,20210527,하행,1,내부,지하,B2,대합실(1번출입구 방면),지하,B3,대합실(1번출입구 방면),1200,1809-355,M
2026-08-07 15:39,1151803,승강기)에스컬레이터-학여울 B3(대) 상행2,3호선,0336,학여울,346,20210527,상행,2,내부,지하,B3,대합실(1번출입구 방면),지하,B2,대합실(1번출입구 방면),1200,1809-354,M
2026-08-07 15:39,1151873,승강기)에스컬레이터-동대입구 5번출구 하행 3,3호선,0322,동대입구,332,20210527,하행,3,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,1810-107,M
2026-08-07 15:39,1151874,승강기)에스컬레이터-동대입구 5번출구 상행 4,3호선,0322,동대입구,332,20210527,상행,4,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,1810-108,M
2026-08-07 15:39,1784884,승강기)에스컬레이터-대치 8번출구 7호기,3호선,0335,대치,345,20221221,하행,7,8,지상,1,8번 출입구,지하,B1,8번 출입구,800형,1812-120,M
2026-08-07 15:39,1784885,승강기)에스컬레이터-대치 8번출구 8호기,3호선,0335,대치,345,20221221,상행,8,8,지하,B1,8번 출입구,지상,1,8번 출입구,800형,1812-119,M
2026-08-07 15:39,1061503,승강기)에스컬레이터-고속터미널 내부 3호기,3호선,0329,고속터미널,339,20210527,상행,3,내부,지하,B3,잠원 방면4-3,지하,B2,잠원 방면4-3,1200,1802-101,M
2026-08-07 15:39,1153339,승강기)에스컬레이터-경복궁 3-1번출구 9호기,3호선,0317,경복궁,327,20210527,하행,9,3-1,지상,1,3-1번 출입구,지하,B1,3-1번 출입구,800,1810-125,S
2026-08-07 15:39,1061504,승강기)에스컬레이터-고속터미널 내부 4호기,3호선,0329,고속터미널,339,20210527,상행,4,내부,지하,B2,잠원 방면4-3,지하,B3,잠원 방면4-3,1200,1802-102,M
2026-08-07 15:39,1153340,승강기)에스컬레이터-경복궁 3-1번출구 10호기,3호선,0317,경복궁,327,20210527,상행,10,3-1,지하,B1,3-1번 출입구,지상,1,3-1번 출입구,800,1810-126,M
2026-08-07 15:39,1061505,승강기)에스컬레이터-고속터미널 내부 9호기,3호선,0329,고속터미널,339,20210527,하행,9,내부,지하,B3,교대 방면2-3,지하,B2,교대 방면2-3,1200,1802-290,M
2026-08-07 15:39,1153341,승강기)에스컬레이터-대청 3번출구 하행3,3호선,0337,대청,347,20210527,하행,3,3,지상,1,3번 출입구,지하,B1,3번 출입구,1200,1811-189,M
2026-08-07 15:39,1061506,승강기)에스컬레이터-고속터미널 내부 10호기,3호선,0329,고속터미널,339,20210527,하행,10,내부,지하,B2,교대 방면2-3,지하,B3,교대 방면2-3,1200,1802-106,M
2026-08-07 15:39,1153342,승강기)에스컬레이터-대청 3번출구 상행4,3호선,0337,대청,347,20210527,상행,4,3,지하,B1,3번 출입구,지상,1,3번 출입구,1200,1811-190,M
2026-08-07 15:39,1153433,승강기)에스컬레이터-대청 6번출구 하행1,3호선,0337,대청,347,20210527,하행,1,6,지상,1,6번 출입구,지하,B1,6번 출입구,800,1807-886,M
2026-08-07 15:39,1153434,승강기)에스컬레이터-대청 6번출구 상행2,3호선,0337,대청,347,20210527,상행,2,6,지하,B1,6번 출입구,지상,1,6번 출입구,800,1807-885,M
2026-08-07 15:39,1153435,승강기)에스컬레이터-매봉 4번출구 하행1,3호선,0333,매봉,343,20210527,하행,1,4,지상,1,4번 출입구,지하,B1,4번 출입구,800,1807-907,S
2026-08-07 15:39,1567027,승강기)에스컬레이터-압구정 3번출구 상행4,3호선,0326,압구정,336,20210527,하행,4,3,지상,1,3번 출입구,지하,B1,3번 출입구,1200,1811-390,S
2026-08-07 15:39,1153436,승강기)에스컬레이터-매봉 4번출구 상행2,3호선,0333,매봉,343,20210527,상행,2,4,지하,B1,4번 출입구,지상,1,4번 출입구,800,1807-908,M
2026-08-07 15:39,1567028,승강기)에스컬레이터-압구정 3번출구 하행5,3호선,0326,압구정,336,20210527,상행,5,3,지하,B2,3번 출입구,지하,B1,3번 출입구,1200,1811-389,M
2026-08-07 15:39,1153437,승강기)에스컬레이터-매봉 1번출구 하행3,3호선,0333,매봉,343,20210527,하행,3,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,1809-591,M
2026-08-07 15:39,1567029,승강기)에스컬레이터-압구정 3번 출입구 6호기,3호선,0326,압구정,336,20210527,하행,6,3,지상,1,3번 출입구,지하,BM1,3번 출입구,1200,1811-391,M
2026-08-07 15:39,1153438,승강기)에스컬레이터-매봉 1번출구 상행4,3호선,0333,매봉,343,20210527,상행,4,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,1809-592,M
2026-08-07 15:39,1567030,승강기)에스컬레이터-압구정 3번 출입구 7호기,3호선,0326,압구정,336,20210527,상행,7,3,지하,BM1,3번 출입구,지상,1,3번 출입구,1200,1811-392,M
2026-08-07 15:39,1156458,승강기)에스컬레이터-독립문 3-1번출구 5호기,3호선,0316,독립문,326,20210527,하행,5,3-1,지상,1,3-1번 출입구,지하,B1,3-1번 출입구,800,1810-779,M
2026-08-07 15:39,1123283,승강기)에스컬레이터-안국 내부 1호기,3호선,0318,안국,328,20210527,하행,1,내부,지하,B3,"종로3가 방면7-2, 경복궁 방면4-3",지하,B4,"종로3가 방면7-2, 경복궁 방면4-3",1200,1801-132,M
2026-08-07 15:39,1156459,승강기)에스컬레이터-독립문 3-1번출구 6호기,3호선,0316,독립문,326,20210527,상행,6,3-1,지하,B1,3-1번 출입구,지상,1,3-1번 출입구,800,1810-780,M
2026-08-07 15:39,1123284,승강기)에스컬레이터-안국 내부 2호기,3호선,0318,안국,328,20210527,상행,2,내부,지하,B4,"경복궁 방면4-3, 종로3가 방면7-2",지하,B3,"경복궁 방면4-3, 종로3가 방면7-2",1200,1801-133,M
2026-08-07 15:39,1123285,승강기)에스컬레이터-안국 내부 3호기,3호선,0318,안국,328,20210527,하행,3,내부,지하,B3,"종로3가 방면4-4, 경복궁 방면7-1",지하,B4,"종로3가 방면4-4, 경복궁 방면7-1",1200,1801-134,M
2026-08-07 15:39,1123286,승강기)에스컬레이터-안국 내부 4호기,3호선,0318,안국,328,20210527,상행,4,내부,지하,B4,"경복궁 방면7-1, 종로3가 방면4-4",지하,B3,"경복궁 방면7-1, 종로3가 방면4-4",1200,1801-135,M
2026-08-07 15:39,1123287,승강기)에스컬레이터-안국 내부 5호기,3호선,0318,안국,328,20210527,하행,5,내부,지하,B2,대합실(5-1번 출입구),지하,B3,대합실(5-1번 출입구),1200,1801-136,M
2026-08-07 15:39,1123288,승강기)에스컬레이터-안국 내부 6호기,3호선,0318,안국,328,20210527,상행,6,내부,지하,B3,대합실(5-1번 출입구),지하,B2,대합실(5-1번 출입구),1200,1801-137,M
2026-08-07 15:39,1123289,승강기)에스컬레이터-안국 내부 7호기,3호선,0318,안국,328,20210527,하행,7,내부,지하,B2,"대합실(2,3,4,5번 출입구)",지하,B3,"대합실(2,3,4,5번 출입구)",1200,1801-138,M
2026-08-07 15:39,1798402,승강기)에스컬레이터-금호 4번 출입구 하행 5호기,3호선,0324,금호,334,20231103,하행,5,4,지상,1,4번 출입구,지하,B1,4번 출입구,1200형,1812-555,M
2026-08-07 15:39,1123290,승강기)에스컬레이터-안국 내부 8호기,3호선,0318,안국,328,20210527,상행,8,내부,지하,B3,"대합실(2,3,4,5번 출입구)",지하,B2,"대합실(2,3,4,5번 출입구)",1200,1801-139,M
2026-08-07 15:39,1798403,승강기)에스컬레이터-금호 4번 출입구 상행 6호기,3호선,0324,금호,334,20231103,상행,6,4,지하,B1,4번 출입구,지상,1,4번 출입구,1200형,1812-554,M
2026-08-07 15:39,1123291,"승강기)에스컬레이터-종로3가(3) 3,5연결통로 3호기",3호선,0319,종로3가,329,20210527,하행,3,내부,지하,B1,환승통로(5호선 방면),지하,B3,환승통로(5호선 방면),1200,1800-082,M
2026-08-07 15:39,1798404,승강기)에스컬레이터-독립문 4번 출입구 7호기,3호선,0316,독립문,326,20231103,하행,7,4,지상,1,4번 출입구,지하,B1,4번 출입구,800형,1815-111,M
2026-08-07 15:39,1123292,"승강기)에스컬레이터-종로3가(3) 3,5연결통로 4호기",3호선,0319,종로3가,329,20210527,상행,4,내부,지하,B3,환승통로(5호선 방면),지하,B1,환승통로(5호선 방면),1200,1800-083,M
2026-08-07 15:39,1798405,승강기)에스컬레이터-독립문 4번 출입구 8호기,3호선,0316,독립문,326,20231103,상행,8,4,지하,B1,4번 출입구,지상,1,4번 출입구,800형,1815-112,M
2026-08-07 15:39,1123293,승강기)에스컬레이터-고속터미널 내부 1호기,3호선,0329,고속터미널,339,20210527,상행,1,내부,지하,B2,잠원 방면2-3,지하,B3,잠원 방면2-3,1200,1802-099,M
2026-08-07 15:39,1123294,승강기)에스컬레이터-고속터미널 내부 2호기,3호선,0329,고속터미널,339,20210527,상행,2,내부,지하,B3,잠원 방면2-3,지하,B2,잠원 방면2-3,1200,1802-100,M
2026-08-07 15:39,1123295,승강기)에스컬레이터-고속터미널 내부 5호기,3호선,0329,고속터미널,339,20210527,상행,5,내부,지하,B2,잠원 방면7-2,지하,B3,잠원 방면7-2,1200,1802-103,M
2026-08-07 15:39,1123296,승강기)에스컬레이터-고속터미널 내부 6호기,3호선,0329,고속터미널,339,20210527,상행,6,내부,지하,B3,잠원 방면7-2,지하,B2,잠원 방면7-2,1200,1802-287,M
2026-08-07 15:39,1123297,승강기)에스컬레이터-고속터미널 내부 11호기,3호선,0329,고속터미널,339,20210527,하행,11,내부,지하,B2,교대 방면4-3,지하,B3,교대 방면4-3,1200,1802-291,M
2026-08-07 15:39,1123298,승강기)에스컬레이터-고속터미널 내부 12호기,3호선,0329,고속터미널,339,20210527,하행,12,내부,지하,B3,교대 방면4-3,지하,B2,교대 방면4-3,1200,1802-292,M
2026-08-07 15:39,1123299,승강기)에스컬레이터-고속터미널 내부 15호기,3호선,0329,고속터미널,339,20210527,하행,15,내부,지하,B2,교대 방면9-2,지하,B3,교대 방면9-2,1200,1802-104,M
2026-08-07 15:39,1123300,승강기)에스컬레이터-고속터미널 내부 16호기,3호선,0329,고속터미널,339,20210527,하행,16,내부,지하,B3,교대 방면9-2,지하,B2,교대 방면9-2,1200,1802-105,S
2026-08-07 15:39,1123310,승강기)에스컬레이터-종로3가(3) 3호선연결통 5호기,3호선,0319,종로3가,329,20210527,하행,5,내부,지하,B1,환승통로(안국 방면9-1 을지로3가 방면2-4),지하,B3,환승통로(안국 방면9-1 을지로3가 방면2-4),1200,1800-084,M
2026-08-07 15:39,1123311,승강기)에스컬레이터-종로3가(3) 2-1출구 6호기,3호선,0319,종로3가,329,20210527,상행,6,내부,지하,B3,환승통로(3호선 방면),지하,B1,환승통로(3호선 방면),1200,1800-085,S
2026-08-07 15:39,1126369,승강기)에스컬레이터-가락시장(3) 내부 1호기,3호선,0340,가락시장,350,20210527,상행,1,내부,지하,B2,수서 방면4-4,지하,B4,수서 방면4-4,1200,1809-395,M
2026-08-07 15:39,1126370,승강기)에스컬레이터-가락시장(3) 내부 2호기,3호선,0340,가락시장,350,20210527,상행,2,내부,지하,B4,수서 방면4-4,지하,B2,수서 방면4-4,1200,1809-396,M
2026-08-07 15:39,1126371,승강기)에스컬레이터-가락시장(3) 내부 3호기,3호선,0340,가락시장,350,20210527,상행,3,내부,지하,B2,수서 방면6-3,지하,B4,수서 방면6-3,1200,1809-397,S
2026-08-07 15:39,1126372,승강기)에스컬레이터-가락시장(3) 내부 4호기,3호선,0340,가락시장,350,20210527,상행,4,내부,지하,B4,수서 방면6-3,지하,B2,수서 방면6-3,1200,1809-398,M
2026-08-07 15:39,1126373,승강기)에스컬레이터-가락시장(3) 내부 5호기,3호선,0340,가락시장,350,20210527,상행,5,내부,지하,B3,수서 방면8-3,지하,B4,수서 방면8-3,1200,1809-399,M
2026-08-07 15:39,1126374,승강기)에스컬레이터-가락시장(3) 내부 6호기,3호선,0340,가락시장,350,20210527,상행,6,내부,지하,B4,수서 방면8-3,지하,B3,수서 방면8-3,1200,1809-400,M
2026-08-07 15:39,1126375,승강기)에스컬레이터-가락시장(3) 내부 7호기,3호선,0340,가락시장,350,20210527,상행,7,내부,지하,B4,수서 방면10-1,지하,B3,수서 방면10-1,1200,1808-601,M
2026-08-07 15:39,1126376,승강기)에스컬레이터-가락시장(3) 내부 8호기,3호선,0340,가락시장,350,20210527,하행,8,내부,지하,B4,경찰병원 방면2-1,지하,B3,경찰병원 방면2-1,1200,1808-602,M
2026-08-07 15:39,1126377,승강기)에스컬레이터-가락시장(3) 내부 9호기,3호선,0340,가락시장,350,20210527,하행,9,내부,지하,B3,경찰병원 방면3-2,지하,B4,경찰병원 방면3-2,1200,1808-603,M
2026-08-07 15:39,1126378,승강기)에스컬레이터-가락시장(3) 내부 10호기,3호선,0340,가락시장,350,20210527,하행,10,내부,지하,B4,경찰병원 방면3-2,지하,B3,경찰병원 방면3-2,1200,1808-604,M
2026-08-07 15:39,1126379,승강기)에스컬레이터-가락시장(3) 내부 11호기,3호선,0340,가락시장,350,20210527,하행,11,내부,지하,B2,경찰병원 방면5-2,지하,B4,경찰병원 방면5-2,1200,1808-605,S
2026-08-07 15:39,1126380,승강기)에스컬레이터-가락시장(3) 내부 12호기,3호선,0340,가락시장,350,20210527,하행,12,내부,지하,B4,경찰병원 방면5-2,지하,B2,경찰병원 방면5-2,1200,1808-606,M
2026-08-07 15:39,1126381,승강기)에스컬레이터-가락시장(3) 내부 13호기,3호선,0340,가락시장,350,20210527,하행,13,내부,지하,B2,경찰병원 방면7-1,지하,B4,경찰병원 방면7-1,1200,1808-607,M
2026-08-07 15:39,1126382,승강기)에스컬레이터-가락시장(3) 내부 14호기,3호선,0340,가락시장,350,20210527,하행,14,내부,지하,B4,경찰병원 방면7-1,지하,B2,경찰병원 방면7-1,1200,1808-608,M
2026-08-07 15:39,1202851,승강기)에스컬레이터-수서 내부 7호기,3호선,0339,수서,349,20210527,하행,7,내부,지하,B1,일원 방면9-3,지하,B2,일원 방면9-3,1200,1812-114,M
2026-08-07 15:39,1126383,승강기)에스컬레이터-가락시장(3) 내부 15호기,3호선,0340,가락시장,350,20210527,하행,15,내부,지하,B1,대합실(2번출입구 방면),지하,B2,대합실(2번출입구 방면),1200,1808-609,M
2026-08-07 15:39,1202852,승강기)에스컬레이터-수서 내부 8호기,3호선,0339,수서,349,20210527,상행,8,내부,지하,B2,일원 방면9-3,지하,B1,일원 방면9-3,1200,1812-113,M
2026-08-07 15:39,1126384,승강기)에스컬레이터-가락시장(3) 내부 16호기,3호선,0340,가락시장,350,20210527,상행,16,내부,지하,B2,대합실(2번출입구 방면),지하,B1,대합실(2번출입구 방면),1200,1808-610,M
2026-08-07 15:39,1202853,승강기)에스컬레이터-수서 내부 9호기,3호선,0339,수서,349,20210527,하행,9,내부,지하,B1,가락시장 방면2-2,지하,B2,가락시장 방면2-2,1200,1812-116,M
2026-08-07 15:39,1126385,승강기)에스컬레이터-가락시장(3) 내부 17호기,3호선,0340,가락시장,350,20210527,하행,17,내부,지하,B1,대합실(2번출입구 방면),지하,B2,대합실(2번출입구 방면),1200,1808-611,S
2026-08-07 15:39,1202854,승강기)에스컬레이터-수서 내부 10호기,3호선,0339,수서,349,20210527,상행,10,내부,지하,B2,가락시장 방면2-2,지하,B1,가락시장 방면2-2,1200,1812-115,M
2026-08-07 15:39,1126386,승강기)에스컬레이터-가락시장(3) 내부 18호기,3호선,0340,가락시장,350,20210527,상행,18,내부,지하,B2,대합실(2번출입구 방면),지하,B1,대합실(2번출입구 방면),1200,1808-612,M
2026-08-07 15:39,1126387,승강기)에스컬레이터-가락시장(3) 7번 출구 19호기,3호선,0340,가락시장,350,20210527,하행,19,7,지상,1,7번 출입구,지하,B1,7번 출입구,1200,1808-613,M
2026-08-07 15:39,1126388,승강기)에스컬레이터-가락시장(3) 7번 출구 20호기,3호선,0340,가락시장,350,20210527,상행,20,7,지하,B1,7번 출입구,지상,1,7번 출입구,1200,1808-614,M
2026-08-07 15:39,1126389,승강기)에스컬레이터-가락시장(3) 8번 출구 21호기,3호선,0340,가락시장,350,20210527,하행,21,8,지상,1,8번 출입구,지하,B2,8번 출입구,1200,1808-616,M
2026-08-07 15:39,1203062,승강기)에스컬레이터-수서 5번출구 11호기,3호선,0339,수서,349,20210527,하행,11,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,1812-970,M
2026-08-07 15:39,1126390,승강기)에스컬레이터-가락시장(3) 8번 출구 22호기,3호선,0340,가락시장,350,20210527,상행,22,8,지하,B2,8번 출입구,지상,1,8번 출입구,1200,1808-615,S
2026-08-07 15:39,1203063,승강기)에스컬레이터-수서 5번출구 12호기,3호선,0339,수서,349,20210527,상행,12,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,1812-969,M
2026-08-07 15:39,1126514,승강기)에스컬레이터-경찰병원 승강장(2-1) 1호기,3호선,0341,경찰병원,351,20210527,하행,1,내부,지하,B1,가락시장 방면2-1,지하,B2,가락시장 방면2-1,1200,1809-375,M
2026-08-07 15:39,1126515,승강기)에스컬레이터-경찰병원 승강장(2-1) 2호기,3호선,0341,경찰병원,351,20210527,상행,2,내부,지하,B2,가락시장 방면2-1,지하,B1,가락시장 방면2-1,1200,1809-376,M
2026-08-07 15:39,1126516,승강기)에스컬레이터-경찰병원 승강장(6-2) 3호기,3호선,0341,경찰병원,351,20210527,하행,3,내부,지하,B1,가락시장 방면6-2,지하,B2,가락시장 방면6-2,1200,1809-377,M
2026-08-07 15:39,1203763,승강기)에스컬레이터-동대문(4) 4호선연결 5호기,4호선,0421,동대문,421,20210527,하행,5,내부,지하,B1,대합실,지하,B2,대합실,1200,1800-340,M
2026-08-07 15:39,1203764,승강기)에스컬레이터-동대문(4) 1호선연결 6호기,4호선,0421,동대문,421,20210527,상행,6,1,지하,B2,대합실,지하,B1,대합실,1200,1800-341,M
2026-08-07 15:39,1824570,승강기)에스컬레이터-사당(4) 3번출구 7호기,4호선,0433,사당,433,20250408,상행,7,3,지하,B1,3번 출입구,지상,1,3번 출입구,800,1808-283,M
2026-08-07 15:39,1041574,승강기)에스컬레이터-삼각지(4) 2번출구 하행1,4호선,0428,삼각지,428,20210527,하행,1,2,지상,1,2번 출입구,지하,B1,2번 출입구,800,1801-578,M
2026-08-07 15:39,1041575,승강기)에스컬레이터-삼각지(4) 2번출구 상행2,4호선,0428,삼각지,428,20210527,상행,2,2,지하,B1,2번 출입구,지상,1,2번 출입구,800,1801-579,M
2026-08-07 15:39,1041576,승강기)에스컬레이터-삼각지 5번출구 하행3,4호선,0428,삼각지,428,20210527,하행,3,5,지상,1,5번 출입구,지하,B1,5번 출입구,800,1801-580,M
2026-08-07 15:39,1041577,승강기)에스컬레이터-삼각지 5번출구 상행4,4호선,0428,삼각지,428,20210527,상행,4,5,지하,B1,5번 출입구,지상,1,5번 출입구,800,1801-581,S
2026-08-07 15:39,1041580,승강기)에스컬레이터-충무로(4) 내부 9호기,4호선,0423,충무로,423,20210527,하행,9,내부,지하,B1,대합실(동대문역사문화공원 방면4-2),지하,B2,대합실(동대문역사문화공원 방면4-2),1200,1808-136,M
2026-08-07 15:39,1041581,승강기)에스컬레이터-충무로(4) 내부 10호기,4호선,0423,충무로,423,20210527,상행,10,내부,지하,B2,대합실(동대문역사문화공원 방면4-2),지하,B1,대합실(동대문역사문화공원 방면4-2),1200,1808-137,M
2026-08-07 15:39,1041582,승강기)에스컬레이터-충무로(4) 내부 11호기,4호선,0423,충무로,423,20210527,하행,11,내부,지하,B1,대합실(동대문역사문화공원 방면6-3),지하,B2,대합실(동대문역사문화공원 방면6-3),1200,1808-138,M
2026-08-07 15:39,1041583,승강기)에스컬레이터-충무로(4) 내부 12호기,4호선,0423,충무로,423,20210527,상행,12,내부,지하,B2,대합실(동대문역사문화공원 방면6-3),지하,B1,대합실(동대문역사문화공원 방면6-3),1200,1808-139,M
2026-08-07 15:39,1041584,승강기)에스컬레이터-충무로(4) 내부 13호기,4호선,0423,충무로,423,20210527,하행,13,내부,지하,B1,대합실(명동 방면5-2),지하,B2,대합실(명동 방면5-2),1200,1808-140,M
2026-08-07 15:39,1127085,승강기)에스컬레이터-쌍문 4번출구 하행1,4호선,0413,쌍문,413,20210527,하행,1,4,지상,1,4번 출입구,지하,B1,4번 출입구,1200,1803-299,M
2026-08-07 15:39,1041585,승강기)에스컬레이터-충무로(4) 내부 14호기,4호선,0423,충무로,423,20210527,상행,14,내부,지하,B2,대합실(명동 방면5-2),지하,B1,대합실(명동 방면5-2),1200,1808-141,M
2026-08-07 15:39,1041586,승강기)에스컬레이터-충무로(4) 내부 15호기,4호선,0423,충무로,423,20210527,하행,15,내부,지하,B1,대합실(명동 방면7-2),지하,B2,대합실(명동 방면7-2),1200,1808-142,M
2026-08-07 15:39,1041587,승강기)에스컬레이터-충무로(4) 내부 16호기,4호선,0423,충무로,423,20210527,상행,16,내부,지하,B2,대합실(명동 방면7-2),지하,B1,대합실(명동 방면7-2),1200,1808-143,M
2026-08-07 15:39,1041588,승강기)에스컬레이터-충무로(4) 내부 1호기,4호선,0423,충무로,423,20210527,상행,1,내부,지하,B3,동대문역사문화공원 방면4-2,지하,B2,동대문역사문화공원 방면4-2,1200,1808-128,M
2026-08-07 15:39,1041589,승강기)에스컬레이터-충무로(4) 내부 2호기,4호선,0423,충무로,423,20210527,상행,2,내부,지하,B3,동대문역사문화공원 방면4-2,지하,B2,동대문역사문화공원 방면4-2,1200,1808-129,M
2026-08-07 15:39,1041590,승강기)에스컬레이터-충무로(4) 내부 5호기,4호선,0423,충무로,423,20210527,하행,5,내부,지하,B2,명동 방면5-2,지하,B3,명동 방면5-2,1200,1808-132,M
2026-08-07 15:39,1041591,승강기)에스컬레이터-충무로(4) 내부 6호기,4호선,0423,충무로,423,20210527,하행,6,내부,지하,B2,동대문역사문화공원 방면5-2,지하,B3,동대문역사문화공원 방면5-2,1200,1808-133,M
2026-08-07 15:39,1041592,승강기)에스컬레이터-충무로(4) 내부 3호기,4호선,0423,충무로,423,20210527,상행,3,내부,지하,B2,명동 방면6-3,지하,B3,명동 방면6-3,1200,1808-130,M
2026-08-07 15:39,1041593,승강기)에스컬레이터-충무로(4) 내부 4호기,4호선,0423,충무로,423,20210527,상행,4,내부,지하,B3,동대문역사문화공원 방면6-3,지하,B2,동대문역사문화공원 방면6-3,1200,1808-131,M
