collected_at,fcltNo,fcltNm,lineNm,stnCd,stnNm,stnNo,crtrYmd,upbdnbSe,mngNo,vcntEntrcNo,bgngFlrGrndUdgdSe,bgngFlr,bgngFlrDtlPstn,endFlrGrndUdgdSe,endFlr,endFlrDtlPstn,elvtrWdthBt,elvtrSn,oprtngSitu
2026-08-07 15:39,1041410,승강기)에스컬레이터-서울역(1) 4호선연결통로 1호기,1호선,0150,서울역,133,20210527,상행,1,내부,지하,B2,연결통로(4호선 방면),지하,B1,연결통로(4호선 방면),800,1800-448,M
2026-08-07 15:39,1127063,승강기)에스컬레이터-제기동 2번출구 하행1,1호선,0157,제기동,125,20210527,하행,1,2,지상,1,2번 출입구,지하,B1,2번 출입구,800,1809-138,M
2026-08-07 15:39,1127064,승강기)에스컬레이터-제기동 2번출구 상행2,1호선,0157,제기동,125,20210527,상행,2,2,지하,B1,2번 출입구,지상,1,2번 출입구,800,1809-139,M
2026-08-07 15:39,1041604,승강기)에스컬레이터-동묘앞(1) 1번출구 7호기,1호선,0159,동묘앞,127,20210527,하행,7,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,1800-054,M
2026-08-07 15:39,1041605,승강기)에스컬레이터-동묘앞(1) 1번출구 8호기,1호선,0159,동묘앞,127,20210527,상행,8,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,1800-053,M
2026-08-07 15:39,1041606,승강기)에스컬레이터-동묘앞(1) 2번출구 9호기,1호선,0159,동묘앞,127,20210527,하행,9,2,지상,1,2번 출입구,지하,B1,2번 출입구,1200,1800-058,M
2026-08-07 15:39,1041607,승강기)에스컬레이터-동묘앞(1) 2번출구 10호기,1호선,0159,동묘앞,127,20210527,상행,10,2,지하,B1,2번 출입구,지상,1,2번 출입구,1200,1800-059,M
2026-08-07 15:39,1041608,승강기)에스컬레이터-동묘앞(1) 청량리방향(9-1) 1호기,1호선,0159,동묘앞,127,20210527,하행,1,내부,지하,B2,신설동 방면9-1,지하,B3,신설동 방면9-1,1200,1800-055,M
2026-08-07 15:39,1041609,승강기)에스컬레이터-동묘앞(1) 청량리방향(9-1) 2호기,1호선,0159,동묘앞,127,20210527,상행,2,내부,지하,B3,신설동 방면9-1,지하,B2,신설동 방면9-1,1200,1800-056,M
2026-08-07 15:39,1041610,승강기)에스컬레이터-동묘앞(1) 청량리방향(6-2) 3호기,1호선,0159,동묘앞,127,20210527,하행,3,내부,지하,B1,신설동 방면6-2,지하,B2,신설동 방면6-2,1200,1800-057,M
2026-08-07 15:39,1041611,승강기)에스컬레이터-동묘앞(1) 시청방향(5-4) 4호기,1호선,0159,동묘앞,127,20210527,상행,4,내부,지하,B2,동대문 방면5-4,지하,B1,동대문 방면5-4,1200,1800-060,M
2026-08-07 15:39,1041612,승강기)에스컬레이터-동묘앞(1) 시청방향(2-4) 5호기,1호선,0159,동묘앞,127,20210527,하행,5,내부,지하,B1,동대문 방면2-4,지하,B2,동대문 방면2-4,1200,1800-061,M
2026-08-07 15:39,1041613,승강기)에스컬레이터-동묘앞(1) 시청방향(2-4) 6호기,1호선,0159,동묘앞,127,20210527,상행,6,내부,지하,B2,동대문 방면2-4,지하,B1,동대문 방면2-4,1200,1800-062,S
2026-08-07 15:39,1041614,승강기)에스컬레이터-동묘앞(1) 3번출구 11호기,1호선,0159,동묘앞,127,20210527,하행,11,3,지상,1,3번 출입구,지하,B1,3번 출입구,1200,1800-063,M
2026-08-07 15:39,1041615,승강기)에스컬레이터-동묘앞(1) 3번출구 12호기,1호선,0159,동묘앞,127,20210527,상행,12,3,지하,B1,3번 출입구,지상,1,3번 출입구,1200,1800-064,M
2026-08-07 15:39,1133896,승강기)에스컬레이터-시청(1) 5번출구 1호기,1호선,0151,시청,132,20210527,하행,1,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,1808-119,M
2026-08-07 15:39,1141455,승강기)에스컬레이터-시청(1) 5번출구 2호기,1호선,0151,시청,132,20210527,상행,2,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,1808-120,M
2026-08-07 15:39,1143611,승강기)에스컬레이터-시청(1) 1번출구 3호기,1호선,0151,시청,132,20210527,상행,3,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,1809-239,M
2026-08-07 15:39,1143969,승강기)에스컬레이터-서울(1)역 하행(2-3) 2호기,1호선,0150,서울역,133,20210527,하행,2,내부,지하,B1,"남영 방면2-3,시청 방면9-3",지하,B2,"남영 방면2-3,시청 방면9-3",1200,1806-600,M
2026-08-07 15:39,1143970,승강기)에스컬레이터-서울(1)역 상행(9-3) 3호기,1호선,0150,서울역,133,20210527,상행,3,내부,지하,B2,"시청 방면9-3,남영 방면2-3",지하,B1,"시청 방면9-3,남영 방면2-3",1200,1806-599,M
2026-08-07 15:39,1143982,승강기)에스컬레이터-종로3가(1) 1번출구 1호기,1호선,0153,종로3가,130,20210527,하행,1,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,1806-432,M
2026-08-07 15:39,1143983,승강기)에스컬레이터-종로3가(1) 14번출구 3호기,1호선,0153,종로3가,130,20210527,하행,3,14,지상,1,14번 출입구,지하,B1,14번 출입구,1200,1806-597,M
2026-08-07 15:39,1143986,승강기)에스컬레이터-동대문(1) 1번 출구 1호기,1호선,0155,동대문,128,20210527,상행,1,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,1809-225,M
2026-08-07 15:39,1143991,승강기)에스컬레이터-종로3가(1) 1번출구 2호기,1호선,0153,종로3가,130,20210527,상행,2,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,1806-431,M
2026-08-07 15:39,1143992,승강기)에스컬레이터-종로3가(1) 14번출구 4호기,1호선,0153,종로3가,130,20210527,상행,4,14,지하,B1,14번 출입구,지상,1,14번 출입구,1200,1806-598,M
2026-08-07 15:39,1041718,승강기)에스컬레이터-청량리 6번출구 하행1,1호선,0158,청량리,124,20210527,하행,1,6,지상,1,6번 출입구,지하,B1,6번 출입구,800,1809-136,M
2026-08-07 15:39,1041719,승강기)에스컬레이터-청량리 6번출구 상행2,1호선,0158,청량리,124,20210527,상행,2,6,지하,B1,6번 출입구,지상,1,6번 출입구,800,1809-137,M
2026-08-07 15:39,1547941,승강기)에스컬레이터-서울(1)역 4번출구 4호기,1호선,0150,서울역,133,20210527,하행,4,4,지하,B1,4번 출입구,지상,1,4번 출입구,1200,1810-816,M
2026-08-07 15:39,1547942,승강기)에스컬레이터-서울(1)역 4번출구 5호기,1호선,0150,서울역,133,20210527,상행,5,4,지상,1,4번 출입구,지하,B1,4번 출입구,1200,1810-817,M
2026-08-07 15:39,1153427,승강기)에스컬레이터-청량리 2번출구 하행3,1호선,0158,청량리,124,20210527,하행,3,2,지상,1,2번 출입구,지하,B1,2번 출입구,1200,1806-436,M
2026-08-07 15:39,1153428,승강기)에스컬레이터-청량리 2번출구 상행4,1호선,0158,청량리,124,20210527,상행,4,2,지하,B1,2번 출입구,지상,1,2번 출입구,1200,1806-435,M
2026-08-07 15:39,1202780,승강기)에스컬레이터-종각 1번출구 상행1,1호선,0152,종각,131,20210527,상행,1,1,지상,1,1번 출입구,지하,B1,1번 출입구,1200,1810-730,M
2026-08-07 15:39,1202781,승강기)에스컬레이터-종각 1번출구 상행2,1호선,0152,종각,131,20210527,상행,2,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,1810-729,M
2026-08-07 15:39,1813079,승강기)에스컬레이터-청량리(1) 5번출구 하행5,1호선,0158,청량리,124,20240828,하행,5,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,1812-593,M
2026-08-07 15:39,1813080,승강기)에스컬레이터-청량리(1) 5번출구 상행6,1호선,0158,청량리,124,20240828,상행,6,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,1812-592,M
2026-08-07 15:39,1203543,승강기)에스컬레이터-을지로입구 1번출구 상행6,2호선,0202,을지로입구,202,20210527,상행,6,1,지하,B1,1번 출입구,지상,1,1번 출입구,1200,1800-933,M
2026-08-07 15:39,1041456,승강기)에스컬레이터-역삼 외부 1호기,2호선,0221,역삼,221,20210527,하행,1,내부,지상,1,"대합실(1,2,5,6,7,8번 출입구 방면)",지하,B1,"대합실(1,2,5,6,7,8번 출입구 방면)",1200,1805-221,M
2026-08-07 15:39,1041457,승강기)에스컬레이터-역삼 외부 2호기,2호선,0221,역삼,221,20210527,상행,2,내부,지하,B1,"대합실(1,2,5,6,7,8번 출입구 방면)",지상,1,"대합실(1,2,5,6,7,8번 출입구 방면)",1200,1805-222,M
2026-08-07 15:39,1204327,승강기)에스컬레이터-신촌 6번출구3,2호선,0240,신촌,240,20210527,하행,3,6,지상,1,6번 출입구,지하,B1,6번 출입구,1200,1813-888,M
2026-08-07 15:39,1041458,승강기)에스컬레이터-역삼 외부 3호기,2호선,0221,역삼,221,20210527,하행,3,내부,지상,1,"대합실(1,2,5,6,7,8번 출입구 방면)",지하,B1,"대합실(1,2,5,6,7,8번 출입구 방면)",1200,1805-223,M
2026-08-07 15:39,1204328,승강기)에스컬레이터-신촌 6번출구4,2호선,0240,신촌,240,20210527,상행,4,6,지하,B1,6번 출입구,지상,1,6번 출입구,1200,1813-887,M
2026-08-07 15:39,1041459,승강기)에스컬레이터-역삼 외부 4호기,2호선,0221,역삼,221,20210527,상행,4,내부,지하,B1,"대합실(1,2,5,6,7,8번 출입구 방면)",지상,1,"대합실(1,2,5,6,7,8번 출입구 방면)",1200,1805-224,M
2026-08-07 15:39,1204330,승강기)에스컬레이터-낙성대 5번출구5,2호선,0227,낙성대,227,20210527,하행,5,5,지상,1,5번 출입구,지하,B1,5번 출입구,800,1813-233,M
2026-08-07 15:39,1041466,승강기)에스컬레이터-이대 내부 1호기,2호선,0241,이대,241,20210527,하행,1,내부,지하,B2,"아현 방면9-3, 신촌 방면2-2",지하,B3,"아현 방면9-3, 신촌 방면2-2",1200,1800-770,M
2026-08-07 15:39,1204331,승강기)에스컬레이터-낙성대 5번출구6,2호선,0227,낙성대,227,20210527,상행,6,5,지하,B1,5번 출입구,지상,1,5번 출입구,800,1813-254,M
2026-08-07 15:39,1041467,승강기)에스컬레이터-이대 내부 2호기,2호선,0241,이대,241,20210527,상행,2,내부,지하,B3,"신촌 방면2-2, 아현 방면9-3",지하,B2,"신촌 방면2-2, 아현 방면9-3",1200,1800-771,M
2026-08-07 15:39,1204621,승강기)에스컬레이터-대림 1번출구 하행1,2호선,0233,대림,233,20210527,하행,1,1,지상,2,1번 출입구,지상,1,1번 출입구,1200,1803-789,M
2026-08-07 15:39,1041468,승강기)에스컬레이터-이대 내부 3호기,2호선,0241,이대,241,20210527,하행,3,내부,지하,B2,"아현 방면2-2, 신촌 방면9-3",지하,B3,"아현 방면2-2, 신촌 방면9-3",1200,1800-772,M
2026-08-07 15:39,1204622,승강기)에스컬레이터-대림 1번출구 상행2,2호선,0233,대림,233,20210527,상행,2,1,지상,1,1번 출입구,지상,2,1번 출입구,1200,1803-788,M
2026-08-07 15:39,1041469,승강기)에스컬레이터-이대 내부 4호기,2호선,0241,이대,241,20210527,상행,4,내부,지하,B3,"신촌 방면9-3, 아현 방면2-2",지하,B2,"신촌 방면9-3, 아현 방면2-2",1200,1800-759,M
2026-08-07 15:39,1204623,승강기)에스컬레이터-합정(2) 내부 1호기,2호선,0238,합정,238,20210527,상행,1,내부,지하,B3,당산 방면4-1,지하,B2,당산 방면4-1,1200,1800-427,M
2026-08-07 15:39,1041474,승강기)에스컬레이터-충정로(2) 내부 3호기,2호선,0243,충정로,243,20210527,하행,3,내부,지하,B1,"1,2,5,6번 출입구",지하,B2,"1,2,5,6번 출입구",1200,1809-207,M
2026-08-07 15:39,1204624,승강기)에스컬레이터-합정(2) 내부 2호기,2호선,0238,합정,238,20210527,상행,2,내부,지하,B3,홍대입구 방면7-3,지하,B2,홍대입구 방면7-3,1200,1800-428,M
2026-08-07 15:39,1041475,승강기)에스컬레이터-충정로(2) 내부 4호기,2호선,0243,충정로,243,20210527,상행,4,내부,지하,B2,"1,2,5,6번 출입구",지하,B1,"1,2,5,6번 출입구",1200,1809-208,M
2026-08-07 15:39,1813539,승강기)에스컬레터-사당(2) E/S 1200형 13호기,2호선,0226,사당,226,20241018,하행,에스컬레이터 13호기,8,지상,1,8번 출입구,지하,B1,8번 출입구,1200,1811-230,M
2026-08-07 15:39,1813540,승강기)에스컬레터-사당(2) E/S 1200형 14호기,2호선,0226,사당,226,20241018,상행,에스컬레이터 14호기,8,지하,B1,8번 출입구,지상,1,8번 출입구,1200,1811-231,M
2026-08-07 15:39,1127051,승강기)에스컬레이터-홍대입구 2번출구 3호기,2호선,0239,홍대입구,239,20210527,하행,3,2,지상,1,2번 출입구,지하,B2,2번 출입구,1200,1808-983,M
2026-08-07 15:39,1127052,승강기)에스컬레이터-홍대입구 2번출구 4호기,2호선,0239,홍대입구,239,20210527,상행,4,2,지하,B2,2번 출입구,지상,1,2번 출입구,1200,1808-984,M
2026-08-07 15:39,1823976,승강기)에스컬레이터-신림 5번 출구측 6호기,2호선,0230,신림,230,20250310,상행,6,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,1816-377,M
2026-08-07 15:39,1823977,승강기)에스컬레이터-신림 5번 출구측 7호기,2호선,0230,신림,230,20250310,하행,7,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,1816-378,M
2026-08-07 15:39,1127073,승강기)에스컬레이터-당산 3번출구 상행1,2호선,0237,당산,237,20210527,상행,1,3,지하,B2,3번 출입구,지상,1,3번 출입구,1200,1803-575,M
2026-08-07 15:39,1127075,승강기)에스컬레이터-뚝섬 2번 출구 3호기,2호선,0210,뚝섬,210,20210527,하행,3,2,지상,1,2번 출입구,지상,2,2번 출입구,800,1800-470,M
2026-08-07 15:39,1127076,승강기)에스컬레이터-뚝섬 2번 출구 4호기,2호선,0210,뚝섬,210,20210527,상행,4,2,지상,2,2번 출입구,지상,1,2번 출입구,800,1800-471,M
2026-08-07 15:39,1127078,승강기)에스컬레이터-뚝섬 8번 출구 5호기,2호선,0210,뚝섬,210,20210527,하행,5,8,지상,1,8번 출입구,지상,2,8번 출입구,800,1800-472,M
2026-08-07 15:39,1127079,승강기)에스컬레이터-뚝섬 8번 출구 6호기,2호선,0210,뚝섬,210,20210527,하행,6,8,지상,2,8번 출입구,지상,1,8번 출입구,800,1800-473,M
2026-08-07 15:39,1127081,승강기)에스컬레이터-구의 4번출구 하행3,2호선,0213,구의,213,20210527,하행,3,4,지상,1,4번 출입구,지상,2,4번 출입구,1200,1803-426,M
2026-08-07 15:39,1127082,승강기)에스컬레이터-구의 4번출구 상행4,2호선,0213,구의,213,20210527,상행,4,4,지상,2,4번 출입구,지상,1,4번 출입구,1200,1803-427,M
2026-08-07 15:39,1127089,승강기)에스컬레이터-구로디지털단지 5번출구 하행3,2호선,0232,구로디지털단지,232,20210527,하행,3,5,지상,2,5번 출입구,지상,1,5번 출입구,1200,1803-558,M
2026-08-07 15:39,1127090,승강기)에스컬레이터-구로디지털단지 5번출구 상행4,2호선,0232,구로디지털단지,232,20210527,상행,4,5,지상,1,5번 출입구,지상,2,5번 출입구,1200,1803-559,M
2026-08-07 15:39,1127091,승강기)에스컬레이터-을지로입구 8번출구 하행1,2호선,0202,을지로입구,202,20210527,하행,1,8,지상,1,8번 출입구,지하,B1,8번 출입구,1200,1801-058,M
2026-08-07 15:39,1127092,승강기)에스컬레이터-을지로입구 8번출구 상행2,2호선,0202,을지로입구,202,20210527,상행,2,8,지하,B1,8번 출입구,지상,1,8번 출입구,1200,1801-059,M
2026-08-07 15:39,1127094,승강기)에스컬레이터-신촌 7번출구 하행1,2호선,0240,신촌,240,20210527,하행,1,7,지상,1,7번 출입구,지하,B1,7번 출입구,1200,1808-986,M
2026-08-07 15:39,1127095,승강기)에스컬레이터-신촌 7번출구 상행2,2호선,0240,신촌,240,20210527,상행,2,7,지하,B1,7번 출입구,지상,1,7번 출입구,1200,1808-985,M
2026-08-07 15:39,1132423,승강기)에스컬레이터-봉천 외선(5-3) 1호기,2호선,0229,봉천,229,20210527,하행,1,내부,지상,1,"서울대입구 방면6-2,신림 방면5-3",지하,B1,"서울대입구 방면6-2,신림 방면5-3",1200,1807-210,M
2026-08-07 15:39,1132424,승강기)에스컬레이터-봉천 외선(6-2) 2호기,2호선,0229,봉천,229,20210527,상행,2,내부,지하,B1,"서울대입구 방면5-3,신림 방면6-2",지상,1,"서울대입구 방면5-3,신림 방면6-2",1200,1807-211,M
2026-08-07 15:39,1132941,승강기)에스컬레이터-사당(2) 5번출구 11호기,2호선,0226,사당,226,20210527,하행,11,5,지상,1,5번 출입구,지하,B1,5번 출입구,1200,1804-025,M
2026-08-07 15:39,1132943,승강기)에스컬레이터-사당(2) 5번출구 12호기,2호선,0226,사당,226,20210527,상행,12,5,지하,B1,5번 출입구,지상,1,5번 출입구,1200,1804-026,M
2026-08-07 15:39,1132956,승강기)에스컬레이터-한양대 1번출구 하행 1,2호선,0209,한양대,209,20210527,하행,1,1,지상,1,1번 출입구,지상,2,1번 출입구,1200,1800-556,M
2026-08-07 15:39,1132957,승강기)에스컬레이터-한양대 2번출구 상행 2,2호선,0209,한양대,209,20210527,상행,2,1,지상,2,1번 출입구,지상,1,1번 출입구,1200,1800-555,M
2026-08-07 15:39,1133550,승강기)에스컬레이터-신대방 내선(3-4) 1호기,2호선,0231,신대방,231,20210527,하행,1,내부,지상,3,신림 방면4-3,지상,2,신림 방면4-3,1200,1803-536,M
2026-08-07 15:39,1133551,승강기)에스컬레이터-신대방 내선(3-4) 2호기,2호선,0231,신대방,231,20210527,상행,2,내부,지상,2,신림 방면4-3,지상,3,신림 방면4-3,1200,1803-537,M
2026-08-07 15:39,1041618,승강기)에스컬레이터-용두 신설동방향(2-4) 1호기,2호선,0250,용두,211-3,20210527,상행,1,내부,지하,B3,신설동 방면2-4,지하,B2,신설동 방면2-4,1200,1809-045,M
2026-08-07 15:39,1133552,승강기)에스컬레이터-신대방 내선(8-3) 3호기,2호선,0231,신대방,231,20210527,하행,3,내부,지상,3,신림 방면8-3,지상,2,신림 방면8-3,1200,1803-538,M
2026-08-07 15:39,1041619,승강기)에스컬레이터-용두 성수방향(3-1) 2호기,2호선,0250,용두,211-3,20210527,상행,2,내부,지하,B3,신답 방면3-1,지하,B2,신답 방면3-1,1200,1809-046,M
2026-08-07 15:39,1133553,승강기)에스컬레이터-신대방 내선(8-3) 4호기,2호선,0231,신대방,231,20210527,상행,4,내부,지상,2,신림 방면8-3,지상,3,신림 방면8-3,1200,1803-539,M
2026-08-07 15:39,1041620,승강기)에스컬레이터-용두 1번출구 3호기,2호선,0250,용두,211-3,20210527,하행,3,1,지상,1,1번 출입구,지하,B2,1번 출입구,800,1809-050,M
2026-08-07 15:39,1133554,승강기)에스컬레이터-신대방 외선(3-1) 5호기,2호선,0231,신대방,231,20210527,하행,5,내부,지상,3,구로디지털 방면3-1,지상,2,구로디지털 방면3-1,1200,1803-540,M
2026-08-07 15:39,1041621,승강기)에스컬레이터-용두 1번출구 4호기,2호선,0250,용두,211-3,20210527,상행,4,1,지하,B2,1번 출입구,지상,1,1번 출입구,800,1809-049,M
2026-08-07 15:39,1133555,승강기)에스컬레이터-신대방 외선(3-1) 6호기,2호선,0231,신대방,231,20210527,상행,6,내부,지상,2,구로디지털 방면3-1,지상,3,구로디지털 방면3-1,1200,1803-541,M
2026-08-07 15:39,1041622,승강기)에스컬레이터-용두 2번출구 5호기,2호선,0250,용두,211-3,20210527,하행,5,2,지상,1,2번 출입구,지하,B2,2번 출입구,1200,1809-052,M
2026-08-07 15:39,1133556,승강기)에스컬레이터-신대방 외선(7-1) 7호기,2호선,0231,신대방,231,20210527,하행,7,내부,지상,3,구로디지털 방면7-1,지상,2,구로디지털 방면7-1,1200,1803-542,M
2026-08-07 15:39,1041623,승강기)에스컬레이터-용두 2번출구 6호기,2호선,0250,용두,211-3,20210527,상행,6,2,지하,B2,2번 출입구,지상,1,2번 출입구,1200,1809-051,M
2026-08-07 15:39,1133557,승강기)에스컬레이터-신대방 외선(7-1) 8호기,2호선,0231,신대방,231,20210527,상행,8,내부,지상,2,구로디지털 방면7-1,지상,3,구로디지털 방면7-1,1200,1803-543,M
2026-08-07 15:39,1041624,승강기)에스컬레이터-용두 3번출구 7호기,2호선,0250,용두,211-3,20210527,하행,7,3,지상,1,3번 출입구,지하,B2,3번 출입구,1200,1809-047,M
2026-08-07 15:39,1041625,승강기)에스컬레이터-용두 3번출구 8호기,2호선,0250,용두,211-3,20210527,상행,8,3,지하,B2,3번 출입구,지상,1,3번 출입구,1200,1809-048,M
2026-08-07 15:39,1041626,승강기)에스컬레이터-용두 4번출구 9호기,2호선,0250,용두,211-3,20210527,하행,9,4,지상,1,4번 출입구,지하,B2,4번 출입구,1200,1809-053,M
2026-08-07 15:39,1133712,승강기)에스컬레이터-봉천 3번출구 3호기,2호선,0229,봉천,229,20210527,하행,3,3,지상,1,3번 출입구,지하,B1,3번 출입구,1200,1807-212,M
2026-08-07 15:39,1041627,승강기)에스컬레이터-용두 4번출구 10호기,2호선,0250,용두,211-3,20210527,상행,10,4,지하,B2,4번 출입구,지상,1,4번 출입구,1200,1809-054,M
2026-08-07 15:39,1133713,승강기)에스컬레이터-봉천 3번출구 4호기,2호선,0229,봉천,229,20210527,상행,4,3,지하,B1,3번 출입구,지상,1,3번 출입구,1200,1807-213,M
2026-08-07 15:39,1041628,승강기)에스컬레이터-용두 5번출구 11호기,2호선,0250,용두,211-3,20210527,하행,11,5,지상,1,5번 출입구,지하,B2,5번 출입구,1200,1809-055,M
2026-08-07 15:39,1041629,승강기)에스컬레이터-용두 5번출구 12호기,2호선,0250,용두,211-3,20210527,상행,12,5,지하,B2,5번 출입구,지상,1,5번 출입구,1200,1809-056,M
2026-08-07 15:39,1041634,"승강기)에스컬레이터-역삼 1,2번출구 5호기",2호선,0221,역삼,221,20210527,하행,5,내부,지상,1,"1,2번 출입구 방면 통로",지하,B1,"1,2번 출입구 방면 통로",1200,1805-225,M
2026-08-07 15:39,1041635,"승강기)에스컬레이터-역삼 1,2번출구 6호기",2호선,0221,역삼,221,20210527,상행,6,내부,지하,B1,"1,2번 출입구 방면 통로",지상,1,"1,2번 출입구 방면 통로",1200,1805-226,M
2026-08-07 15:39,1134947,승강기)에스컬레이터-봉천 6번출구 5호기,2호선,0229,봉천,229,20210527,하행,5,6,지상,1,6번 출입구,지하,B1,6번 출입구,1200,1807-214,M
2026-08-07 15:39,1041636,승강기)에스컬레이터-역삼 5~8번출구 7호기,2호선,0221,역삼,221,20210527,하행,7,내부,지상,1,5~8번 출입구 방면 통로,지하,B1,5~8번 출입구 방면 통로,1200,1805-227,M
2026-08-07 15:39,1134948,승강기)에스컬레이터-봉천 6번출구 6호기,2호선,0229,봉천,229,20210527,상행,6,6,지하,B1,6번 출입구,지상,1,6번 출입구,1200,1807-215,M
2026-08-07 15:39,1041637,승강기)에스컬레이터-역삼 5~8번출구 8호기,2호선,0221,역삼,221,20210527,상행,8,내부,지하,B1,5~8번 출입구 방면 통로,지상,1,5~8번 출입구 방면 통로,1200,1805-228,M
2026-08-07 15:39,1135618,승강기)에스컬레이터-신당(2) 3번출구 1호기,2호선,0206,신당,206,20210527,하행,1,3,지상,1,3번 출입구,지하,B1,3번 출입구,1200,1801-299,M
2026-08-07 15:39,1135619,승강기)에스컬레이터-신당(2) 3번출구 2호기,2호선,0206,신당,206,20210527,상행,2,3,지하,B1,3번 출입구,지상,1,3번 출입구,1200,1801-244,M
2026-08-07 15:39,1041642,승강기)에스컬레이터-서울대입구 내선(9-1) 1호기,2호선,0228,서울대입구,228,20210527,상행,1,내부,지하,B2,"봉천 방면8-4, 낙성대 방면2-4",지하,B1,"봉천 방면8-4, 낙성대 방면2-4",1200,1803-446,M
2026-08-07 15:39,1041643,승강기)에스컬레이터-서울대입구 내선(6-1) 2호기,2호선,0228,서울대입구,228,20210527,하행,2,내부,지하,B1,"봉천 방면6-2, 낙성대 방면5-3",지하,B2,"봉천 방면6-2, 낙성대 방면5-3",1200,1803-447,M
2026-08-07 15:39,1135894,승강기)에스컬레이터-신도림 내부 4호기,2호선,0234,신도림,234,20210527,상행,4,내부,지하,B3,대림 방면4-2,지하,B2,대림 방면4-2,1200,1808-850,M
2026-08-07 15:39,1041644,승강기)에스컬레이터-서울대입구 외선(5-3) 3호기,2호선,0228,서울대입구,228,20210527,상행,3,내부,지하,B2,"봉천 방면6-2, 낙성대 방면5-3",지하,B1,"봉천 방면6-2, 낙성대 방면5-3",1200,1803-448,M
2026-08-07 15:39,1135895,승강기)에스컬레이터-신도림 내부 5호기,2호선,0234,신도림,234,20210527,하행,5,내부,지하,B2,대림 방면4-2,지하,B3,대림 방면4-2,1200,1808-849,M
2026-08-07 15:39,1041645,승강기)에스컬레이터-서울대입구 외선(9-1) 4호기,2호선,0228,서울대입구,228,20210527,상행,4,내부,지하,B1,"봉천 방면2-4, 낙성대 방면8-4",지하,B2,"봉천 방면2-4, 낙성대 방면8-4",1200,1803-449,M
2026-08-07 15:39,1135896,승강기)에스컬레이터-신도림 내부 6호기,2호선,0234,신도림,234,20210527,상행,6,내부,지하,B3,대림 방면5-1,지하,B2,대림 방면5-1,1200,1808-848,M
2026-08-07 15:39,1041646,승강기)에스컬레이터-사당(2) 14번출구 9호기,2호선,0226,사당,226,20210527,하행,9,14,지상,1,14번 출입구,지하,B1,14번 출입구,1200,1804-023,M
2026-08-07 15:39,1135897,승강기)에스컬레이터-신도림 내부 7호기,2호선,0234,신도림,234,20210527,하행,7,내부,지하,B2,대림 방면5-1,지하,B3,대림 방면5-1,1200,1808-847,M
2026-08-07 15:39,1041647,승강기)에스컬레이터-사당(2) 14번출구 10호기,2호선,0226,사당,226,20210527,상행,10,14,지하,B1,14번 출입구,지상,1,14번 출입구,1200,1804-024,M
2026-08-07 15:39,1135898,승강기)에스컬레이터-신도림 내부 8호기,2호선,0234,신도림,234,20210527,상행,8,내부,지하,B3,대림 방면7-3,지하,B2,대림 방면7-3,1200,1808-846,M
2026-08-07 15:39,1135899,승강기)에스컬레이터-신도림 내부 9호기,2호선,0234,신도림,234,20210527,하행,9,내부,지하,B2,대림 방면7-3,지하,B3,대림 방면7-3,1200,1808-845,M
2026-08-07 15:39,1137019,승강기)에스컬레이터-신도림 내부 1호기,2호선,0234,신도림,234,20210527,상행,1,내부,지하,B3,대림 방면7-3,지하,B2,대림 방면7-3,1200,1803-777,M
2026-08-07 15:39,1137020,승강기)에스컬레이터-신도림 내부 2호기,2호선,0234,신도림,234,20210527,상행,2,내부,지하,B3,대림 방면7-3,지하,B2,대림 방면7-3,1200,1803-776,M
2026-08-07 15:39,1137021,승강기)에스컬레이터-신도림 내부 3호기,2호선,0234,신도림,234,20210527,상행,3,내부,지하,B3,문래 방면4-1,지하,B2,문래 방면4-1,1200,1807-302,M
2026-08-07 15:39,1041658,승강기)에스컬레이터-뚝섬 5번 출구 1호기,2호선,0210,뚝섬,210,20210527,하행,1,5,지상,1,5번 출입구,지상,2,5번 출입구,800,1808-121,M
2026-08-07 15:39,1141456,승강기)에스컬레이터-왕십리 외선 7-7 하행3,2호선,0208,왕십리,208,20210527,하행,3,내부,지하,B1,상왕십리 방면7-1,지하,B2,상왕십리 방면7-1,1200,1809-216,M
2026-08-07 15:39,1041659,승강기)에스컬레이터-뚝섬 5번 출구 2호기,2호선,0210,뚝섬,210,20210527,상행,2,5,지상,2,5번 출입구,지상,1,5번 출입구,800,1801-057,M
2026-08-07 15:39,1141457,승강기)에스컬레이터-왕십리 외선 7-1 상행4,2호선,0208,왕십리,208,20210527,상행,4,내부,지하,B2,상왕십리 방면7-1,지하,B1,상왕십리 방면7-1,800,1809-217,M
